Entity,Code,Year,production
Guatemala,GTM,2017,224000
Guatemala,GTM,2018,240400
Guatemala,GTM,2019,216400
Guinea,GIN,1990,30000
Guinea,GIN,1991,30000
Guinea,GIN,1992,28804
Guinea,GIN,1993,28800
Guinea,GIN,1994,30000
Guinea,GIN,1995,28000
Guinea,GIN,1996,22750
Guinea,GIN,1997,20000
Guinea,GIN,1998,20888
Guinea,GIN,1999,22119
Guinea,GIN,2000,22080
Guinea,GIN,2001,14160
Guinea,GIN,2002,19680
Guinea,GIN,2003,20880
Guinea,GIN,2004,20220
Guinea,GIN,2005,20770
Guinea,GIN,2006,23226
Guinea,GIN,2007,26556
Guinea,GIN,2008,27353
Guinea,GIN,2009,28173
Guinea,GIN,2010,29018
Guinea,GIN,2011,30320
Guinea,GIN,2012,17907
Guinea,GIN,2013,18440
Guinea,GIN,2014,25787
Guinea,GIN,2015,32230
Guinea,GIN,2016,38900
Guinea,GIN,2017,40800
Guinea,GIN,2018,50000
Guinea,GIN,2019,56670
Guyana,GUY,1990,300
Guyana,GUY,1991,300
Guyana,GUY,1992,300
Guyana,GUY,1993,300
Guyana,GUY,1994,300
Guyana,GUY,1995,300
Guyana,GUY,1996,285
Guyana,GUY,1997,261
Guyana,GUY,1998,136
Guyana,GUY,1999,140
Guyana,GUY,2000,15
Guyana,GUY,2001,153
Guyana,GUY,2002,300
Guyana,GUY,2003,480
Guyana,GUY,2004,480
Guyana,GUY,2005,480
Guyana,GUY,2006,480
Guyana,GUY,2007,480
Guyana,GUY,2008,480
Guyana,GUY,2009,420
Guyana,GUY,2010,420
Guyana,GUY,2011,420
Guyana,GUY,2012,420
Guyana,GUY,2013,420
Guyana,GUY,2014,420
Guyana,GUY,2015,420
Guyana,GUY,2016,420
Guyana,GUY,2017,420
Guyana,GUY,2018,420
Guyana,GUY,2019,420
Haiti,HTI,1990,37200
Haiti,HTI,1991,37000
Haiti,HTI,1992,27355
Haiti,HTI,1993,33600
Haiti,HTI,1994,31000
Haiti,HTI,1995,29000
Haiti,HTI,1996,27000
Haiti,HTI,1997,29155
Haiti,HTI,1998,27239
Haiti,HTI,1999,28000
Haiti,HTI,2000,30000
Haiti,HTI,2001,28000
Haiti,HTI,2002,27000
Haiti,HTI,2003,30000
Haiti,HTI,2004,29000
Haiti,HTI,2005,35000
Haiti,HTI,2006,35000
Haiti,HTI,2007,47000
Haiti,HTI,2008,35000
Haiti,HTI,2009,36482
Haiti,HTI,2010,38193
Haiti,HTI,2011,39232
Haiti,HTI,2012,40184
Haiti,HTI,2013,58720
Haiti,HTI,2014,35232
Haiti,HTI,2015,20452
Haiti,HTI,2016,20495
Haiti,HTI,2017,20543
Haiti,HTI,2018,20820
Haiti,HTI,2019,20820
Honduras,HND,1990,119784
Honduras,HND,1991,101890
Honduras,HND,1992,111660
Honduras,HND,1993,110481
Honduras,HND,1994,126182
Honduras,HND,1995,132400
Honduras,HND,1996,148830
Honduras,HND,1997,162658
Honduras,HND,1998,172772
Honduras,HND,1999,157409
Honduras,HND,2000,193309
Honduras,HND,2001,205545
Honduras,HND,2002,172727
Honduras,HND,2003,175284
Honduras,HND,2004,185090
Honduras,HND,2005,190640
Honduras,HND,2006,213636
Honduras,HND,2007,236302
Honduras,HND,2008,240948
Honduras,HND,2009,231288
Honduras,HND,2010,244335
Honduras,HND,2011,284347
Honduras,HND,2012,343403
Honduras,HND,2013,280697
Honduras,HND,2014,282230
Honduras,HND,2015,332747
Honduras,HND,2016,366542
Honduras,HND,2017,477580
Honduras,HND,2018,478831
Honduras,HND,2019,472497
India,IND,1990,118100
India,IND,1991,170000
India,IND,1992,180000
India,IND,1993,162000
India,IND,1994,208000
India,IND,1995,180000
India,IND,1996,223000
India,IND,1997,205000
India,IND,1998,228000
India,IND,1999,265000
India,IND,2000,292000
India,IND,2001,301000
India,IND,2002,301000
India,IND,2003,275275
India,IND,2004,270500
India,IND,2005,275500
India,IND,2006,274000
India,IND,2007,288000
India,IND,2008,262000
India,IND,2009,262300
India,IND,2010,289600
India,IND,2011,302000
India,IND,2012,314000
India,IND,2013,318200
India,IND,2014,304500
India,IND,2015,327000
India,IND,2016,348000
India,IND,2017,312000
India,IND,2018,316000
India,IND,2019,319500
Indonesia,IDN,1990,412767
Indonesia,IDN,1991,428305
Indonesia,IDN,1992,436930
Indonesia,IDN,1993,438868
Indonesia,IDN,1994,450191
Indonesia,IDN,1995,457801
Indonesia,IDN,1996,421751
Indonesia,IDN,1997,426800
Indonesia,IDN,1998,512165
Indonesia,IDN,1999,524687
Indonesia,IDN,2000,554574
Indonesia,IDN,2001,569234
Indonesia,IDN,2002,682019
Indonesia,IDN,2003,663571
Indonesia,IDN,2004,647385
Indonesia,IDN,2005,640365
Indonesia,IDN,2006,682158
Indonesia,IDN,2007,676475
Indonesia,IDN,2008,698016
Indonesia,IDN,2009,682591
Indonesia,IDN,2010,684076
Indonesia,IDN,2011,638600
Indonesia,IDN,2012,691163
Indonesia,IDN,2013,675800
Indonesia,IDN,2014,643900
Indonesia,IDN,2015,639412
Indonesia,IDN,2016,639305
Indonesia,IDN,2017,717962
Indonesia,IDN,2018,756051
Indonesia,IDN,2019,741657
Jamaica,JAM,1990,1560
Jamaica,JAM,1991,2280
Jamaica,JAM,1992,1920
Jamaica,JAM,1993,1500
Jamaica,JAM,1994,2460
Jamaica,JAM,1995,2580
Jamaica,JAM,1996,2580
Jamaica,JAM,1997,2887
Jamaica,JAM,1998,1740
Jamaica,JAM,1999,2340
Jamaica,JAM,2000,2220
Jamaica,JAM,2001,2880
Jamaica,JAM,2002,2760
Jamaica,JAM,2003,3300
Jamaica,JAM,2004,2400
Jamaica,JAM,2005,8897
Jamaica,JAM,2006,12390
Jamaica,JAM,2007,15117
Jamaica,JAM,2008,9035
Jamaica,JAM,2009,12456
Jamaica,JAM,2010,9121
Jamaica,JAM,2011,8099
Jamaica,JAM,2012,6687
Jamaica,JAM,2013,6984
Jamaica,JAM,2014,5298
Jamaica,JAM,2015,5755
Jamaica,JAM,2016,7580
Jamaica,JAM,2017,6222
Jamaica,JAM,2018,7085
Jamaica,JAM,2019,5587
Kenya,KEN,1990,103900
Kenya,KEN,1991,86400
Kenya,KEN,1992,85300
Kenya,KEN,1993,75100
Kenya,KEN,1994,79900
Kenya,KEN,1995,95400
Kenya,KEN,1996,97976
Kenya,KEN,1997,68642
Kenya,KEN,1998,53715
Kenya,KEN,1999,68100
Kenya,KEN,2000,100700
Kenya,KEN,2001,51700
Kenya,KEN,2002,51900
Kenya,KEN,2003,55443
Kenya,KEN,2004,48431
Kenya,KEN,2005,45200
Kenya,KEN,2006,48300
Kenya,KEN,2007,53368
Kenya,KEN,2008,42000
Kenya,KEN,2009,54000
Kenya,KEN,2010,42000
Kenya,KEN,2011,36300
Kenya,KEN,2012,49000
Kenya,KEN,2013,39800
Kenya,KEN,2014,49500
Kenya,KEN,2015,42000
Kenya,KEN,2016,46100
Kenya,KEN,2017,38620
Kenya,KEN,2018,41375
Kenya,KEN,2019,44500
Laos,LAO,1990,5204
Laos,LAO,1991,8017
Laos,LAO,1992,6582
Laos,LAO,1993,7622
Laos,LAO,1994,9035
Laos,LAO,1995,8576
Laos,LAO,1996,10020
Laos,LAO,1997,12300
Laos,LAO,1998,16999
Laos,LAO,1999,17530
Laos,LAO,2000,23500
Laos,LAO,2001,25796
Laos,LAO,2002,32197
Laos,LAO,2003,27850
Laos,LAO,2004,23100
Laos,LAO,2005,25000
Laos,LAO,2006,25250
Laos,LAO,2007,33200
Laos,LAO,2008,38985
Laos,LAO,2009,46035
Laos,LAO,2010,46290
Laos,LAO,2011,52010
Laos,LAO,2012,87330
Laos,LAO,2013,92045
Laos,LAO,2014,113580
Laos,LAO,2015,135925
Laos,LAO,2016,136600
Laos,LAO,2017,150795
Laos,LAO,2018,154435
Laos,LAO,2019,171380
Liberia,LBR,1990,1600
Liberia,LBR,1991,1300
Liberia,LBR,1992,3000
Liberia,LBR,1993,3000
Liberia,LBR,1994,3000
Liberia,LBR,1995,2997
Liberia,LBR,1996,3017
Liberia,LBR,1997,3041
Liberia,LBR,1998,3059
Liberia,LBR,1999,3079
Liberia,LBR,2000,3127
Liberia,LBR,2001,3200
Liberia,LBR,2002,3346
Liberia,LBR,2003,3539
Liberia,LBR,2004,3751
Liberia,LBR,2005,4080
Liberia,LBR,2006,4260
Liberia,LBR,2007,3180
Liberia,LBR,2008,2400
Liberia,LBR,2009,1800
Liberia,LBR,2010,600
Liberia,LBR,2011,650
Liberia,LBR,2012,650
Liberia,LBR,2013,637
Liberia,LBR,2014,651
Liberia,LBR,2015,628
Liberia,LBR,2016,639
Liberia,LBR,2017,639
Liberia,LBR,2018,635
Liberia,LBR,2019,638
Madagascar,MDG,1990,85000
Madagascar,MDG,1991,83865
Madagascar,MDG,1992,79882
Madagascar,MDG,1993,78000
Madagascar,MDG,1994,70000
Madagascar,MDG,1995,68000
Madagascar,MDG,1996,68000
Madagascar,MDG,1997,55000
Madagascar,MDG,1998,60000
Madagascar,MDG,1999,65000
Madagascar,MDG,2000,58080
Madagascar,MDG,2001,64530
Madagascar,MDG,2002,61520
Madagascar,MDG,2003,70315
Madagascar,MDG,2004,67775
Madagascar,MDG,2005,55500
Madagascar,MDG,2006,61635
Madagascar,MDG,2007,56470
Madagascar,MDG,2008,56978
Madagascar,MDG,2009,57491
Madagascar,MDG,2010,58178
Madagascar,MDG,2011,55698
Madagascar,MDG,2012,53364
Madagascar,MDG,2013,51628
Madagascar,MDG,2014,49223
Madagascar,MDG,2015,47507
Madagascar,MDG,2016,53093
Madagascar,MDG,2017,59602
Madagascar,MDG,2018,55542
Madagascar,MDG,2019,65760
Malawi,MWI,1990,6180
Malawi,MWI,1991,7500
Malawi,MWI,1992,8160
Malawi,MWI,1993,3780
Malawi,MWI,1994,5040
Malawi,MWI,1995,5460
Malawi,MWI,1996,4797
Malawi,MWI,1997,4552
Malawi,MWI,1998,3840
Malawi,MWI,1999,3540
Malawi,MWI,2000,3780
Malawi,MWI,2001,4320
Malawi,MWI,2002,2980
Malawi,MWI,2003,2584
Malawi,MWI,2004,1590
Malawi,MWI,2005,1181
Malawi,MWI,2006,2091
Malawi,MWI,2007,1403
Malawi,MWI,2008,1122
Malawi,MWI,2009,5510
Malawi,MWI,2010,4176
Malawi,MWI,2011,4015
Malawi,MWI,2012,5684
Malawi,MWI,2013,5699
Malawi,MWI,2014,6757
Malawi,MWI,2015,7217
Malawi,MWI,2016,7217
Malawi,MWI,2017,8420
Malawi,MWI,2018,11082
Malawi,MWI,2019,11000
Malaysia,MYS,1990,7215
Malaysia,MYS,1991,7600
Malaysia,MYS,1992,9000
Malaysia,MYS,1993,11100
Malaysia,MYS,1994,11200
Malaysia,MYS,1995,11300
Malaysia,MYS,1996,15000
Malaysia,MYS,1997,20000
Malaysia,MYS,1998,28000
Malaysia,MYS,1999,35000
Malaysia,MYS,2000,39800
Malaysia,MYS,2001,38500
Malaysia,MYS,2002,39200
Malaysia,MYS,2003,40000
Malaysia,MYS,2004,39200
Malaysia,MYS,2005,40000
Malaysia,MYS,2006,32779
Malaysia,MYS,2007,21213
Malaysia,MYS,2008,23061
Malaysia,MYS,2009,16332
Malaysia,MYS,2010,15768
Malaysia,MYS,2011,15064
Malaysia,MYS,2012,10427
Malaysia,MYS,2013,14739
Malaysia,MYS,2014,8186
Malaysia,MYS,2015,5929
Malaysia,MYS,2016,7170
Malaysia,MYS,2017,8109
Malaysia,MYS,2018,3369
Malaysia,MYS,2019,3559
Martinique,MTQ,1990,0
Martinique,MTQ,1991,75
Martinique,MTQ,1992,75
Martinique,MTQ,1993,75
Martinique,MTQ,1994,75
Martinique,MTQ,1995,35
Martinique,MTQ,1996,45
Martinique,MTQ,1997,40
Martinique,MTQ,1998,40
Martinique,MTQ,1999,41
Martinique,MTQ,2000,40
Martinique,MTQ,2001,40
Martinique,MTQ,2002,37
Martinique,MTQ,2003,35
Martinique,MTQ,2004,37
Martinique,MTQ,2005,33
Martinique,MTQ,2006,30
Mauritius,MUS,1990,0
Mauritius,MUS,1991,0
Mauritius,MUS,1992,0
Melanesia,OWID_MNS,1990,60975
Melanesia,OWID_MNS,1991,47685
Melanesia,OWID_MNS,1992,50794
Melanesia,OWID_MNS,1993,63803
Melanesia,OWID_MNS,1994,67222
Melanesia,OWID_MNS,1995,59661
Melanesia,OWID_MNS,1996,65166
Melanesia,OWID_MNS,1997,64615
Melanesia,OWID_MNS,1998,81036
Melanesia,OWID_MNS,1999,83144
Melanesia,OWID_MNS,2000,83063
Melanesia,OWID_MNS,2001,63807
Melanesia,OWID_MNS,2002,65155
Melanesia,OWID_MNS,2003,69349
Melanesia,OWID_MNS,2004,59911
Melanesia,OWID_MNS,2005,76134
Melanesia,OWID_MNS,2006,48475
Melanesia,OWID_MNS,2007,58132
Melanesia,OWID_MNS,2008,61743
Melanesia,OWID_MNS,2009,60279
Melanesia,OWID_MNS,2010,52272
Melanesia,OWID_MNS,2011,84945
Melanesia,OWID_MNS,2012,43678
Melanesia,OWID_MNS,2013,49749
Melanesia,OWID_MNS,2014,56960
Melanesia,OWID_MNS,2015,58028
Melanesia,OWID_MNS,2016,53777
Melanesia,OWID_MNS,2017,47037
Melanesia,OWID_MNS,2018,53212
Melanesia,OWID_MNS,2019,44034
Mexico,MEX,1990,440000
Mexico,MEX,1991,334330
Mexico,MEX,1992,359665
Mexico,MEX,1993,335627
Mexico,MEX,1994,324500
Mexico,MEX,1995,324526
Mexico,MEX,1996,374153
Mexico,MEX,1997,368315
Mexico,MEX,1998,277372
Mexico,MEX,1999,302119
Mexico,MEX,2000,338170
Mexico,MEX,2001,302996
Mexico,MEX,2002,313027
Mexico,MEX,2003,310861
Mexico,MEX,2004,312413
Mexico,MEX,2005,294364
Mexico,MEX,2006,279635
Mexico,MEX,2007,268565
Mexico,MEX,2008,260442
Mexico,MEX,2009,264472
Mexico,MEX,2010,245271
Mexico,MEX,2011,237056
Mexico,MEX,2012,246121
Mexico,MEX,2013,231596
Mexico,MEX,2014,214667
Mexico,MEX,2015,188934
Mexico,MEX,2016,151714
Mexico,MEX,2017,153777
Mexico,MEX,2018,158308
Mexico,MEX,2019,165712
Mozambique,MOZ,1990,937
Mozambique,MOZ,1991,900
Mozambique,MOZ,1992,700
Mozambique,MOZ,1993,1000
Mozambique,MOZ,1994,800
Mozambique,MOZ,1995,900
Mozambique,MOZ,1996,950
Mozambique,MOZ,1997,1000
Mozambique,MOZ,1998,838
Mozambique,MOZ,1999,813
Mozambique,MOZ,2000,600
Mozambique,MOZ,2001,782
Mozambique,MOZ,2002,787
Mozambique,MOZ,2003,802
Mozambique,MOZ,2004,750
Mozambique,MOZ,2005,680
Mozambique,MOZ,2006,700
Mozambique,MOZ,2007,720
Mozambique,MOZ,2008,730
Mozambique,MOZ,2009,740
Mozambique,MOZ,2010,770
Mozambique,MOZ,2011,800
Mozambique,MOZ,2012,900
Mozambique,MOZ,2013,900
Mozambique,MOZ,2014,817
Mozambique,MOZ,2015,804
Mozambique,MOZ,2016,840
Mozambique,MOZ,2017,821
Mozambique,MOZ,2018,805
Mozambique,MOZ,2019,805
Myanmar,MMR,1990,1378
Myanmar,MMR,1991,1300
Myanmar,MMR,1992,1200
Myanmar,MMR,1993,1400
Myanmar,MMR,1994,1500
Myanmar,MMR,1995,1500
Myanmar,MMR,1996,1700
Myanmar,MMR,1997,1900
Myanmar,MMR,1998,1700
Myanmar,MMR,1999,1800
Myanmar,MMR,2000,2100
Myanmar,MMR,2001,2300
Myanmar,MMR,2002,2700
Myanmar,MMR,2003,2960
Myanmar,MMR,2004,3500
Myanmar,MMR,2005,4000
Myanmar,MMR,2006,4800
Myanmar,MMR,2007,5900
Myanmar,MMR,2008,6300
Myanmar,MMR,2009,7000
Myanmar,MMR,2010,7300
Myanmar,MMR,2011,7600
Myanmar,MMR,2012,8000
Myanmar,MMR,2013,8100
Myanmar,MMR,2014,8400
Myanmar,MMR,2015,8300
Myanmar,MMR,2016,8474
Myanmar,MMR,2017,8547
Myanmar,MMR,2018,8678
Myanmar,MMR,2019,8769
Nepal,NPL,1995,25
Nepal,NPL,1996,29
Nepal,NPL,1997,37
Nepal,NPL,1998,56
Nepal,NPL,1999,45
Nepal,NPL,2000,72
Nepal,NPL,2001,89
Nepal,NPL,2002,139
Nepal,NPL,2003,188
Nepal,NPL,2004,218
Nepal,NPL,2005,250
Nepal,NPL,2006,300
Nepal,NPL,2007,460
Nepal,NPL,2008,500
Nepal,NPL,2009,268
Nepal,NPL,2010,307
Nepal,NPL,2011,402
Nepal,NPL,2012,425
Nepal,NPL,2013,366
Nepal,NPL,2014,430
Nepal,NPL,2015,464
Nepal,NPL,2016,532
Nepal,NPL,2017,466
Nepal,NPL,2018,513
Nepal,NPL,2019,639
New Caledonia,NCL,1990,300
New Caledonia,NCL,1991,69
New Caledonia,NCL,1992,78
New Caledonia,NCL,1993,59
New Caledonia,NCL,1994,44
New Caledonia,NCL,1995,29
New Caledonia,NCL,1996,25
New Caledonia,NCL,1997,42
New Caledonia,NCL,1998,35
New Caledonia,NCL,1999,48
New Caledonia,NCL,2000,18
New Caledonia,NCL,2001,56
New Caledonia,NCL,2002,20
New Caledonia,NCL,2003,18
New Caledonia,NCL,2004,60
New Caledonia,NCL,2005,25
New Caledonia,NCL,2006,25
New Caledonia,NCL,2007,21
New Caledonia,NCL,2008,33
New Caledonia,NCL,2009,9
New Caledonia,NCL,2010,13
New Caledonia,NCL,2011,19
New Caledonia,NCL,2012,6
New Caledonia,NCL,2013,7
New Caledonia,NCL,2014,5
New Caledonia,NCL,2015,6
New Caledonia,NCL,2016,4
New Caledonia,NCL,2017,5
New Caledonia,NCL,2018,3
New Caledonia,NCL,2019,2
Nicaragua,NIC,1990,27996
Nicaragua,NIC,1991,47421
Nicaragua,NIC,1992,44505
Nicaragua,NIC,1993,41818
Nicaragua,NIC,1994,40551
Nicaragua,NIC,1995,54587
Nicaragua,NIC,1996,49900
Nicaragua,NIC,1997,65169
Nicaragua,NIC,1998,65420
Nicaragua,NIC,1999,91791
Nicaragua,NIC,2000,82206
Nicaragua,NIC,2001,66799
Nicaragua,NIC,2002,60235
Nicaragua,NIC,2003,82727
Nicaragua,NIC,2004,57533
Nicaragua,NIC,2005,95455
Nicaragua,NIC,2006,70455
Nicaragua,NIC,2007,100000
Nicaragua,NIC,2008,75957
Nicaragua,NIC,2009,92205
Nicaragua,NIC,2010,78712
Nicaragua,NIC,2011,103882
Nicaragua,NIC,2012,86944
Nicaragua,NIC,2013,84146
Nicaragua,NIC,2014,86090
Nicaragua,NIC,2015,95255
Nicaragua,NIC,2016,122470
Nicaragua,NIC,2017,128111
Nicaragua,NIC,2018,141931
Nicaragua,NIC,2019,156902
Nigeria,NGA,1990,3030
Nigeria,NGA,1991,3200
Nigeria,NGA,1992,3380
Nigeria,NGA,1993,3580
Nigeria,NGA,1994,3720
Nigeria,NGA,1995,3090
Nigeria,NGA,1996,3780
Nigeria,NGA,1997,3700
Nigeria,NGA,1998,3700
Nigeria,NGA,1999,3750
Nigeria,NGA,2000,3830
Nigeria,NGA,2001,3850
Nigeria,NGA,2002,4100
Nigeria,NGA,2003,4360
Nigeria,NGA,2004,4660
Nigeria,NGA,2005,4990
Nigeria,NGA,2006,5340
Nigeria,NGA,2007,2520
Nigeria,NGA,2008,3000
Nigeria,NGA,2009,2040
Nigeria,NGA,2010,2400
Nigeria,NGA,2011,2525
Nigeria,NGA,2012,2417
Nigeria,NGA,2013,2100
Nigeria,NGA,2014,1972
Nigeria,NGA,2015,1755
Nigeria,NGA,2016,1942
Nigeria,NGA,2017,1897
Nigeria,NGA,2018,1864
Nigeria,NGA,2019,1901
Panama,PAN,1990,11547
Panama,PAN,1991,12174
Panama,PAN,1992,10945
Panama,PAN,1993,9766
Panama,PAN,1994,10400
Panama,PAN,1995,11702
Panama,PAN,1996,11113
Panama,PAN,1997,10527
Panama,PAN,1998,11435
Panama,PAN,1999,12024
Panama,PAN,2000,10255
Panama,PAN,2001,15074
Panama,PAN,2002,11390
Panama,PAN,2003,11587
Panama,PAN,2004,12779
Panama,PAN,2005,13153
Panama,PAN,2006,12844
Panama,PAN,2007,13790
Panama,PAN,2008,13324
Panama,PAN,2009,12961
Panama,PAN,2010,12470
Panama,PAN,2011,9826
Panama,PAN,2012,10049
Panama,PAN,2013,7096
Panama,PAN,2014,6688
Panama,PAN,2015,7464
Panama,PAN,2016,6135
Panama,PAN,2017,6588
Panama,PAN,2018,5579
Panama,PAN,2019,6840
Papua New Guinea,PNG,1990,60000
Papua New Guinea,PNG,1991,47220
Papua New Guinea,PNG,1992,50460
Papua New Guinea,PNG,1993,63540
Papua New Guinea,PNG,1994,67136
Papua New Guinea,PNG,1995,59589
Papua New Guinea,PNG,1996,65091
Papua New Guinea,PNG,1997,64524
Papua New Guinea,PNG,1998,80940
Papua New Guinea,PNG,1999,83040
Papua New Guinea,PNG,2000,83000
Papua New Guinea,PNG,2001,63720
Papua New Guinea,PNG,2002,65100
Papua New Guinea,PNG,2003,69300
Papua New Guinea,PNG,2004,59820
Papua New Guinea,PNG,2005,76080
Papua New Guinea,PNG,2006,48420
Papua New Guinea,PNG,2007,58080
Papua New Guinea,PNG,2008,61680
Papua New Guinea,PNG,2009,60240
Papua New Guinea,PNG,2010,52220
Papua New Guinea,PNG,2011,84870
Papua New Guinea,PNG,2012,43620
Papua New Guinea,PNG,2013,49680
Papua New Guinea,PNG,2014,56893
Papua New Guinea,PNG,2015,57982
Papua New Guinea,PNG,2016,53719
Papua New Guinea,PNG,2017,46980
Papua New Guinea,PNG,2018,53160
Papua New Guinea,PNG,2019,43980
Paraguay,PRY,1990,17576
Paraguay,PRY,1991,4519
Paraguay,PRY,1992,4850
Paraguay,PRY,1993,4950
Paraguay,PRY,1994,5002
Paraguay,PRY,1995,4008
Paraguay,PRY,1996,4024
Paraguay,PRY,1997,4823
Paraguay,PRY,1998,4752
Paraguay,PRY,1999,4726
Paraguay,PRY,2000,3586
Paraguay,PRY,2001,2751
Paraguay,PRY,2002,2434
Paraguay,PRY,2003,3085
Paraguay,PRY,2004,3353
Paraguay,PRY,2005,2900
Paraguay,PRY,2006,3040
Paraguay,PRY,2007,3100
Paraguay,PRY,2008,273
Paraguay,PRY,2009,281
Paraguay,PRY,2010,370
Paraguay,PRY,2011,370
Paraguay,PRY,2012,370
Paraguay,PRY,2013,382
Paraguay,PRY,2014,386
Paraguay,PRY,2015,395
Paraguay,PRY,2016,395
Paraguay,PRY,2017,442
Paraguay,PRY,2018,441
Paraguay,PRY,2019,399
Peru,PER,1990,81142
Peru,PER,1991,82635
Peru,PER,1992,86519
Peru,PER,1993,85603
Peru,PER,1994,91340
Peru,PER,1995,96697
Peru,PER,1996,106520
Peru,PER,1997,133296
Peru,PER,1998,144763
Peru,PER,1999,167145
Peru,PER,2000,191651
Peru,PER,2001,196232
Peru,PER,2002,212770
Peru,PER,2003,203148
Peru,PER,2004,231447
Peru,PER,2005,188611
Peru,PER,2006,273178
Peru,PER,2007,225992
Peru,PER,2008,273780
Peru,PER,2009,243479
Peru,PER,2010,264605
Peru,PER,2011,331547
Peru,PER,2012,320164
Peru,PER,2013,256241
Peru,PER,2014,222047
Peru,PER,2015,251938
Peru,PER,2016,277760
Peru,PER,2017,337330
Peru,PER,2018,369622
Peru,PER,2019,363320
Philippines,PHL,1990,125659
Philippines,PHL,1991,125017
Philippines,PHL,1992,126832
Philippines,PHL,1993,124415
Philippines,PHL,1994,123553
Philippines,PHL,1995,127412
Philippines,PHL,1996,117226
Philippines,PHL,1997,120006
Philippines,PHL,1998,107802
Philippines,PHL,1999,104124
Philippines,PHL,2000,107557
Philippines,PHL,2001,112271
Philippines,PHL,2002,107080
Philippines,PHL,2003,106388
Philippines,PHL,2004,102865
Philippines,PHL,2005,105847
Philippines,PHL,2006,104093
Philippines,PHL,2007,97877
Philippines,PHL,2008,97428
Philippines,PHL,2009,96433
Philippines,PHL,2010,94536
Philippines,PHL,2011,88526
Philippines,PHL,2012,88943
Philippines,PHL,2013,78634
Philippines,PHL,2014,75454
Philippines,PHL,2015,72342
Philippines,PHL,2016,68823
Philippines,PHL,2017,62078
Philippines,PHL,2018,60313
Philippines,PHL,2019,60044
Polynesia,OWID_PYA,1990,39
Polynesia,OWID_PYA,1991,44
Polynesia,OWID_PYA,1992,38
Polynesia,OWID_PYA,1993,41
Polynesia,OWID_PYA,1994,45
Polynesia,OWID_PYA,1995,52
Polynesia,OWID_PYA,1996,57
Polynesia,OWID_PYA,1997,51
Polynesia,OWID_PYA,1998,50
Polynesia,OWID_PYA,1999,46
Polynesia,OWID_PYA,2000,46
Polynesia,OWID_PYA,2001,47
Polynesia,OWID_PYA,2002,46
Polynesia,OWID_PYA,2003,42
Polynesia,OWID_PYA,2004,37
Polynesia,OWID_PYA,2005,40
Polynesia,OWID_PYA,2006,43
Polynesia,OWID_PYA,2007,42
Polynesia,OWID_PYA,2008,41
Polynesia,OWID_PYA,2009,43
Polynesia,OWID_PYA,2010,44
Polynesia,OWID_PYA,2011,46
Polynesia,OWID_PYA,2012,47
Polynesia,OWID_PYA,2013,48
Polynesia,OWID_PYA,2014,46
Polynesia,OWID_PYA,2015,48
Polynesia,OWID_PYA,2016,48
Polynesia,OWID_PYA,2017,48
Polynesia,OWID_PYA,2018,48
Polynesia,OWID_PYA,2019,47
Puerto Rico,PRI,1990,12927
Puerto Rico,PRI,1991,12701
Puerto Rico,PRI,1992,12701
Puerto Rico,PRI,1993,15478
Puerto Rico,PRI,1994,12700
Puerto Rico,PRI,1995,12701
Puerto Rico,PRI,1996,12175
Puerto Rico,PRI,1997,11567
Puerto Rico,PRI,1998,13393
Puerto Rico,PRI,1999,7000
Puerto Rico,PRI,2000,8250
Puerto Rico,PRI,2001,8650
Puerto Rico,PRI,2002,7600
Puerto Rico,PRI,2003,9308
Puerto Rico,PRI,2004,10206
Puerto Rico,PRI,2005,7938
Puerto Rico,PRI,2006,8000
Puerto Rico,PRI,2007,8100
Puerto Rico,PRI,2008,7263
Puerto Rico,PRI,2009,6929
Puerto Rico,PRI,2010,6432
Puerto Rico,PRI,2011,6037
Puerto Rico,PRI,2012,5629
Puerto Rico,PRI,2013,5206
Puerto Rico,PRI,2014,4674
Puerto Rico,PRI,2015,3369
Puerto Rico,PRI,2016,4416
Puerto Rico,PRI,2017,4153
Puerto Rico,PRI,2018,3980
Puerto Rico,PRI,2019,4183
Rwanda,RWA,1990,34680
Rwanda,RWA,1991,35000
Rwanda,RWA,1992,38824
Rwanda,RWA,1993,27510
Rwanda,RWA,1994,1274
Rwanda,RWA,1995,21952
Rwanda,RWA,1996,15285
Rwanda,RWA,1997,14830
Rwanda,RWA,1998,14268
Rwanda,RWA,1999,18800
Rwanda,RWA,2000,16098
Rwanda,RWA,2001,18366
Rwanda,RWA,2002,19427
Rwanda,RWA,2003,13805
Rwanda,RWA,2004,20017
Rwanda,RWA,2005,18597
Rwanda,RWA,2006,22223
Rwanda,RWA,2007,14683
Rwanda,RWA,2008,20724
Rwanda,RWA,2009,19372
Rwanda,RWA,2010,19319
Rwanda,RWA,2011,21820
Rwanda,RWA,2012,19995
Rwanda,RWA,2013,18346
Rwanda,RWA,2014,16379
Rwanda,RWA,2015,21808
Rwanda,RWA,2016,24689
Rwanda,RWA,2017,31718
Rwanda,RWA,2018,38643
Rwanda,RWA,2019,29366
Saint Vincent and the Grenadines,VCT,1990,150
Saint Vincent and the Grenadines,VCT,1991,152
Saint Vincent and the Grenadines,VCT,1992,155
Saint Vincent and the Grenadines,VCT,1993,150
Saint Vincent and the Grenadines,VCT,1994,155
Saint Vincent and the Grenadines,VCT,1995,160
Saint Vincent and the Grenadines,VCT,1996,163
